HomoloGene ID,Common Organism Name,NCBI Taxon ID,Symbol
737,human,9606,PTGDS
738,"mouse, laboratory",10090,Ptger1
738,human,9606,PTGER1
739,"mouse, laboratory",10090,Ptger2
739,human,9606,PTGER2
741,"mouse, laboratory",10090,Ptgfr
741,human,9606,PTGFR
743,"mouse, laboratory",10090,Ptgs1
743,human,9606,PTGS1
747,"mouse, laboratory",10090,Rpl3
747,human,9606,RPL3
748,"mouse, laboratory",10090,Rpl4
748,human,9606,RPL4
756,"mouse, laboratory",10090,Rpl18
756,human,9606,RPL18
763,"mouse, laboratory",10090,Rpl24
763,human,9606,RPL24
766,"mouse, laboratory",10090,Rpl30
766,human,9606,RPL30
768,"mouse, laboratory",10090,Rpl28
768,human,9606,RPL28
776,"mouse, laboratory",10090,Gm13194
776,human,9606,RPL36AL
779,"mouse, laboratory",10090,Rps3
779,human,9606,RPS3
783,"mouse, laboratory",10090,Rps5
783,human,9606,RPS5
788,"mouse, laboratory",10090,Rps10
788,human,9606,RPS10-NUDT3
794,"mouse, laboratory",10090,Rps16
794,human,9606,RPS16
799,"mouse, laboratory",10090,Rps23
799,human,9606,RPS23
803,"mouse, laboratory",10090,Gm9846
803,"mouse, laboratory",10090,Rps27
803,human,9606,RPS27
806,"mouse, laboratory",10090,Rrm1
806,human,9606,RRM1
810,"mouse, laboratory",10090,Scn1b
810,human,9606,SCN1B
811,"mouse, laboratory",10090,Scnn1a
811,human,9606,SCNN1A
813,"mouse, laboratory",10090,Shbg
813,human,9606,SHBG
816,"mouse, laboratory",10090,Slc6a2
816,human,9606,SLC6A2
817,"mouse, laboratory",10090,Slc6a4
817,human,9606,SLC6A4
819,"mouse, laboratory",10090,Sst
819,human,9606,SST
820,"mouse, laboratory",10090,Sstr1
820,human,9606,SSTR1
824,"mouse, laboratory",10090,Tacr3
824,human,9606,TACR3
825,"mouse, laboratory",10090,Tbxa2r
825,human,9606,TBXA2R
826,"mouse, laboratory",10090,1300017J02Rik
828,"mouse, laboratory",10090,Tnfrsf1a
828,human,9606,TNFRSF1A
829,"mouse, laboratory",10090,Tnfrsf1b
829,human,9606,TNFRSF1B
830,"mouse, laboratory",10090,Top2a
830,human,9606,TOP2A
833,"mouse, laboratory",10090,Tubg1
833,human,9606,TUBG1
834,"mouse, laboratory",10090,Tyms
834,human,9606,TYMS
838,"mouse, laboratory",10090,Vcam1
838,human,9606,VCAM1
839,"mouse, laboratory",10090,Zap70
839,human,9606,ZAP70
840,"mouse, laboratory",10090,Aldh5a1
840,human,9606,ALDH5A1
842,"mouse, laboratory",10090,Pde5a
842,human,9606,PDE5A
843,"mouse, laboratory",10090,Plod3
843,human,9606,PLOD3
846,"mouse, laboratory",10090,Aamp
846,human,9606,AAMP
849,"mouse, laboratory",10090,Abcf1
849,human,9606,ABCF1
854,"mouse, laboratory",10090,Acly
854,human,9606,ACLY
855,"mouse, laboratory",10090,Acr
855,human,9606,ACR
856,"mouse, laboratory",10090,Aco2
856,human,9606,ACO2
862,"mouse, laboratory",10090,Actn3
863,"mouse, laboratory",10090,Acvr2b
863,human,9606,ACVR2B
865,"mouse, laboratory",10090,Adam10
865,human,9606,ADAM10
866,"mouse, laboratory",10090,Adcy7
866,human,9606,ADCY7
868,"mouse, laboratory",10090,Adcy9
868,human,9606,ADCY9
869,"mouse, laboratory",10090,Adcyap1
869,human,9606,ADCYAP1
870,"mouse, laboratory",10090,Adcyap1r1
870,human,9606,ADCYAP1R1
871,"mouse, laboratory",10090,Mfsd10
871,human,9606,MFSD10
872,"mouse, laboratory",10090,Plin2
872,human,9606,PLIN2
873,"mouse, laboratory",10090,Adm
873,human,9606,ADM
874,"mouse, laboratory",10090,Adprh
874,human,9606,ADPRH
875,"mouse, laboratory",10090,Adss
875,human,9606,ADSS
878,"mouse, laboratory",10090,Aebp1
878,human,9606,AEBP1
879,"mouse, laboratory",10090,Aes
879,human,9606,AES
881,"mouse, laboratory",10090,Afm
881,human,9606,AFM
883,"mouse, laboratory",10090,Ager
883,human,9606,AGER
884,"mouse, laboratory",10090,Alox12b
884,human,9606,ALOX12B
886,"mouse, laboratory",10090,Alox8
886,human,9606,ALOX15B
888,"mouse, laboratory",10090,Amfr
888,human,9606,AMFR
896,"mouse, laboratory",10090,Nudt2
896,human,9606,NUDT2
897,"mouse, laboratory",10090,Apba1
897,human,9606,APBA1
898,"mouse, laboratory",10090,Apbb1
898,human,9606,APBB1
899,"mouse, laboratory",10090,Birc3
899,human,9606,BIRC3
900,"mouse, laboratory",10090,Birc2
900,human,9606,BIRC2
901,"mouse, laboratory",10090,Xiap
901,human,9606,XIAP
906,"mouse, laboratory",10090,Arg2
906,human,9606,ARG2
907,"mouse, laboratory",10090,Arhgap5
907,human,9606,ARHGAP5
908,"mouse, laboratory",10090,Arhgdia
908,human,9606,ARHGDIA
910,"mouse, laboratory",10090,Arntl
910,human,9606,ARNTL
911,"mouse, laboratory",10090,Art3
911,human,9606,ART3
912,"mouse, laboratory",10090,Asgr2
912,human,9606,ASGR2
913,"mouse, laboratory",10090,Aldh7a1
913,human,9606,ALDH7A1
914,"mouse, laboratory",10090,Atp6ap1
914,human,9606,ATP6AP1
915,"mouse, laboratory",10090,Azgp1
915,human,9606,AZGP1
916,"mouse, laboratory",10090,Bach1
916,human,9606,BACH1
917,"mouse, laboratory",10090,Bak1
917,human,9606,BAK1
920,"mouse, laboratory",10090,Tnfrsf17
920,human,9606,TNFRSF17
922,"mouse, laboratory",10090,Bfsp1
922,human,9606,BFSP1
923,"mouse, laboratory",10090,Bid
923,human,9606,BID
924,"mouse, laboratory",10090,Bik
924,human,9606,BIK
925,"mouse, laboratory",10090,Prdm1
925,human,9606,PRDM1
926,"mouse, laboratory",10090,Bmp2
926,human,9606,BMP2
927,"mouse, laboratory",10090,Bmp3
927,human,9606,BMP3
929,"mouse, laboratory",10090,Bmpr2
929,human,9606,BMPR2
930,"mouse, laboratory",10090,Bnip1
930,human,9606,BNIP1
931,"mouse, laboratory",10090,Klf9
931,human,9606,KLF9
933,"mouse, laboratory",10090,Bub1b
933,human,9606,BUB1B
936,"mouse, laboratory",10090,Calu
936,human,9606,CALU
938,"mouse, laboratory",10090,Casp4
938,human,9606,CASP4
942,"mouse, laboratory",10090,Cav2
942,human,9606,CAV2
946,"mouse, laboratory",10090,Ccnh
946,human,9606,CCNH
947,"mouse, laboratory",10090,Ccnt1
947,human,9606,CCNT1
949,"mouse, laboratory",10090,Tnfrsf8
949,human,9606,TNFRSF8
950,"mouse, laboratory",10090,Tnfsf8
950,human,9606,TNFSF8
954,"mouse, laboratory",10090,Cd40
954,human,9606,CD40
955,"mouse, laboratory",10090,Cd68
955,human,9606,CD68
956,"mouse, laboratory",10090,Cd70
956,human,9606,CD70
960,"mouse, laboratory",10090,Cdc27
960,human,9606,CDC27
963,"mouse, laboratory",10090,Cdk6
963,human,9606,CDK6
966,"mouse, laboratory",10090,Cdkn2c
966,human,9606,CDKN2C
968,"mouse, laboratory",10090,Cdx2
968,human,9606,CDX2
970,"mouse, laboratory",10090,Rcbtb2
970,human,9606,RCBTB2
975,"mouse, laboratory",10090,Chek1
975,human,9606,CHEK1
976,"mouse, laboratory",10090,Chga
976,human,9606,CHGA
979,"mouse, laboratory",10090,Chuk
979,human,9606,CHUK
980,"mouse, laboratory",10090,Cirbp
980,human,9606,CIRBP
981,"mouse, laboratory",10090,Tbcb
981,human,9606,TBCB
984,"mouse, laboratory",10090,Clca3
984,human,9606,CLCA1
985,"mouse, laboratory",10090,Clcn6
985,human,9606,CLCN6
987,"mouse, laboratory",10090,Clic5
987,human,9606,CLIC5
989,"mouse, laboratory",10090,Ldb2
989,human,9606,LDB2
990,"mouse, laboratory",10090,Clns1a
990,human,9606,CLNS1A
992,"mouse, laboratory",10090,Ackr2
992,human,9606,ACKR2
993,"mouse, laboratory",10090,Cngb1
993,human,9606,CNGB1
994,"mouse, laboratory",10090,Cnga3
994,human,9606,CNGA3
995,"mouse, laboratory",10090,Cnn1
995,human,9606,CNN1
996,"mouse, laboratory",10090,Klf6
996,human,9606,KLF6
997,"mouse, laboratory",10090,Cort
997,human,9606,CORT
999,"mouse, laboratory",10090,Cpd
999,human,9606,CPD
1000,"mouse, laboratory",10090,Cldn4
1000,human,9606,CLDN4
1001,"mouse, laboratory",10090,Cldn3
1001,human,9606,CLDN3
1002,"mouse, laboratory",10090,Cpn1
1002,human,9606,CPN1
1003,"mouse, laboratory",10090,Crebl2
1003,human,9606,CREBL2
1006,"mouse, laboratory",10090,Cse1l
1006,human,9606,CSE1L
1011,"mouse, laboratory",10090,Cst6
1011,human,9606,CST6
1012,"mouse, laboratory",10090,Cstf1
1012,human,9606,CSTF1
1014,"mouse, laboratory",10090,Cstf3
1014,human,9606,CSTF3
1015,"mouse, laboratory",10090,Ctbp1
1015,human,9606,CTBP1
1016,"mouse, laboratory",10090,Ctf1
1016,human,9606,CTF1
1017,"mouse, laboratory",10090,Ctnnd1
1017,human,9606,CTNND1
1020,"mouse, laboratory",10090,Ctso
1020,human,9606,CTSO
1022,"mouse, laboratory",10090,Ctsz
1022,human,9606,CTSZ
1024,"mouse, laboratory",10090,Cxadr
1024,human,9606,CXADR
1026,"mouse, laboratory",10090,Dab2
1026,human,9606,DAB2
1027,"mouse, laboratory",10090,Dad1
1027,human,9606,DAD1
1028,"mouse, laboratory",10090,Dgka
1028,human,9606,DGKA
1029,"mouse, laboratory",10090,Dgkg
1029,human,9606,DGKG
1032,"mouse, laboratory",10090,Dars
1032,human,9606,DARS
1033,"mouse, laboratory",10090,Daxx
1033,human,9606,DAXX
1034,human,9606,DAZL
1035,"mouse, laboratory",10090,Dbp
1035,human,9606,DBP
1038,"mouse, laboratory",10090,Ddt
1038,human,9606,DDT
1039,"mouse, laboratory",10090,Dhx9
1039,human,9606,DHX9
1040,"mouse, laboratory",10090,Dhx15
1040,human,9606,DHX15
1042,"mouse, laboratory",10090,Dhcr7
1042,human,9606,DHCR7
1043,"mouse, laboratory",10090,Dhodh
1043,human,9606,DHODH
1044,"mouse, laboratory",10090,Dio3
1044,human,9606,DIO3
1045,"mouse, laboratory",10090,Dkc1
1045,human,9606,DKC1
1046,"mouse, laboratory",10090,Dlg2
1046,human,9606,DLG2
1047,"mouse, laboratory",10090,Dlg4
1047,human,9606,DLG4
1048,"mouse, laboratory",10090,Dnah5
1048,human,9606,DNAH5
1049,"mouse, laboratory",10090,Dnah8
1049,human,9606,DNAH8
1052,"mouse, laboratory",10090,Dnase2b
1052,human,9606,DNASE2B
1053,"mouse, laboratory",10090,Dync1h1
1053,human,9606,DYNC1H1
1057,"mouse, laboratory",10090,Dok1
1057,human,9606,DOK1
1058,"mouse, laboratory",10090,Dpagt1
1058,human,9606,DPAGT1
1059,"mouse, laboratory",10090,Dph1
1059,human,9606,DPH1
1060,"mouse, laboratory",10090,Dph2
1060,human,9606,DPH2
1061,"mouse, laboratory",10090,Drg2
1061,human,9606,DRG2
1064,"mouse, laboratory",10090,Ecm2
1064,human,9606,ECM2
1065,"mouse, laboratory",10090,Dusp4
1065,human,9606,DUSP4
1066,"mouse, laboratory",10090,Dusp9
1066,human,9606,DUSP9
1068,"mouse, laboratory",10090,Ece1
1068,human,9606,ECE1
1069,"mouse, laboratory",10090,Ech1
1069,human,9606,ECH1
1071,"mouse, laboratory",10090,S1pr1
1071,human,9606,S1PR1
1072,"mouse, laboratory",10090,Lpar1
1072,human,9606,LPAR1
1075,"mouse, laboratory",10090,Efna2
1075,human,9606,EFNA2
1076,"mouse, laboratory",10090,Efnb3
1076,human,9606,EFNB3
1077,"mouse, laboratory",10090,Celsr3
1077,human,9606,CELSR3
1078,"mouse, laboratory",10090,Celsr2
1078,human,9606,CELSR2
1080,"mouse, laboratory",10090,Eif2b1
1080,human,9606,EIF2B1
1088,"mouse, laboratory",10090,Emp1
1088,human,9606,EMP1
1089,"mouse, laboratory",10090,Emp2
1089,human,9606,EMP2
1090,"mouse, laboratory",10090,Emp3
1090,human,9606,EMP3
1094,"mouse, laboratory",10090,Ep300
1094,human,9606,EP300
1095,"mouse, laboratory",10090,Epas1
1095,human,9606,EPAS1
1097,"mouse, laboratory",10090,Ereg
1097,human,9606,EREG
1099,"mouse, laboratory",10090,Fbl
1099,human,9606,FBL
1100,"mouse, laboratory",10090,Esr2
1100,human,9606,ESR2
1102,"mouse, laboratory",10090,Extl2
1102,human,9606,EXTL2
1103,"mouse, laboratory",10090,Extl3
1103,human,9606,EXTL3
1106,"mouse, laboratory",10090,Fabp1
1106,human,9606,FABP1
1108,"mouse, laboratory",10090,Fabp6
1108,human,9606,FABP6
1110,"mouse, laboratory",10090,Fat2
1110,human,9606,FAT2
1114,"mouse, laboratory",10090,Foxf1
1114,human,9606,FOXF1
1115,"mouse, laboratory",10090,Foxf2
1115,human,9606,FOXF2
1117,"mouse, laboratory",10090,Foxj1
1117,human,9606,FOXJ1
1119,"mouse, laboratory",10090,Flna
1119,human,9606,FLNA
1126,"mouse, laboratory",10090,Frzb
1126,human,9606,FRZB
1127,"mouse, laboratory",10090,Adam2
1127,human,9606,ADAM2
1132,"mouse, laboratory",10090,Gabbr1
1132,human,9606,GABBR1
1133,"mouse, laboratory",10090,B4galnt1
1133,human,9606,B4GALNT1
1135,"mouse, laboratory",10090,Gas8
1135,human,9606,GAS8
1136,"mouse, laboratory",10090,Gatm
1136,human,9606,GATM
1137,"mouse, laboratory",10090,Gbas
1137,human,9606,GBAS
1138,"mouse, laboratory",10090,Gbx2
1138,human,9606,GBX2
1139,"mouse, laboratory",10090,Gckr
1139,human,9606,GCKR
1140,"mouse, laboratory",10090,Bloc1s1
1140,human,9606,BLOC1S1
1145,"mouse, laboratory",10090,Gfra2
1145,human,9606,GFRA2
1146,"mouse, laboratory",10090,Gfra3
1146,human,9606,GFRA3
1148,"mouse, laboratory",10090,Gclc
1148,human,9606,GCLC
1152,"mouse, laboratory",10090,Gpld1
1152,human,9606,GPLD1
1153,"mouse, laboratory",10090,Cxcr3
1153,human,9606,CXCR3
1155,"mouse, laboratory",10090,Gpx5
1155,human,9606,GPX5
1158,"mouse, laboratory",10090,Gtf2b
1158,human,9606,GTF2B
1159,"mouse, laboratory",10090,Gtf2h2
1159,human,9606,GTF2H2
1160,"mouse, laboratory",10090,Gtf2h3
1160,human,9606,GTF2H3
1161,"mouse, laboratory",10090,Brf1
1161,human,9606,BRF1
1165,"mouse, laboratory",10090,Has1
1165,human,9606,HAS1
1166,"mouse, laboratory",10090,Hcrt
1166,human,9606,HCRT
1168,"mouse, laboratory",10090,Hcrtr2
1168,human,9606,HCRTR2
1170,"mouse, laboratory",10090,Hgfac
1170,human,9606,HGFAC
1171,"mouse, laboratory",10090,Hif1a
1171,human,9606,HIF1A
1174,"mouse, laboratory",10090,Hnrnpl
1174,human,9606,HNRNPL
1180,"mouse, laboratory",10090,Hspb1
1180,human,9606,HSPB1
1182,"mouse, laboratory",10090,Igsf3
1182,human,9606,IGSF3
1185,"mouse, laboratory",10090,Ict1
1185,human,9606,ICT1
1186,"mouse, laboratory",10090,Id4
1186,human,9606,ID4
1187,"mouse, laboratory",10090,Ifit2
1187,human,9606,IFIT2
1189,"mouse, laboratory",10090,I830012O16Rik
1189,"mouse, laboratory",10090,Ifit3
1189,human,9606,IFIT3
1192,"mouse, laboratory",10090,Igfbp4
1192,human,9606,IGFBP4
1193,"mouse, laboratory",10090,Igfbp7
1193,human,9606,IGFBP7
1194,"mouse, laboratory",10090,Cyr61
1194,human,9606,CYR61
1195,"mouse, laboratory",10090,Igsf1
1195,human,9606,IGSF1
1196,"mouse, laboratory",10090,Il10ra
1196,human,9606,IL10RA
1197,"mouse, laboratory",10090,Il12rb2
1197,human,9606,IL12RB2
1198,"mouse, laboratory",10090,Il13ra1
1198,human,9606,IL13RA1
1199,"mouse, laboratory",10090,Tnfrsf9
1199,human,9606,TNFRSF9
1200,"mouse, laboratory",10090,Il18
1200,human,9606,IL18
1201,"mouse, laboratory",10090,Impg1
1201,human,9606,IMPG1
1203,"mouse, laboratory",10090,Cxcl10
1203,human,9606,CXCL10
1204,"mouse, laboratory",10090,Inppl1
1204,human,9606,INPPL1
1205,"mouse, laboratory",10090,Eif3e
1205,human,9606,EIF3E
1207,"mouse, laboratory",10090,Irak2
1207,human,9606,IRAK2
1208,"mouse, laboratory",10090,Irf3
1208,human,9606,IRF3
1212,"mouse, laboratory",10090,Pax6
1212,human,9606,PAX6
1213,"mouse, laboratory",10090,Aars
1213,human,9606,AARS
1216,"mouse, laboratory",10090,Acadsb
1216,human,9606,ACADSB
1217,"mouse, laboratory",10090,Acp2
1217,human,9606,ACP2
1219,"mouse, laboratory",10090,Acrv1
1219,human,9606,ACRV1
1221,"mouse, laboratory",10090,Add2
1221,human,9606,ADD2
1222,"mouse, laboratory",10090,Parp1
1222,human,9606,PARP1
1223,"mouse, laboratory",10090,Adrbk1
1223,human,9606,ADRBK1
1224,"mouse, laboratory",10090,Ahr
1224,human,9606,AHR
1225,"mouse, laboratory",10090,Ahsg
1225,human,9606,AHSG
1226,"mouse, laboratory",10090,Aif1
1226,human,9606,AIF1
1227,"mouse, laboratory",10090,Ak2
1227,human,9606,AK2
1229,"mouse, laboratory",10090,Alcam
1229,human,9606,ALCAM
1231,"mouse, laboratory",10090,Alox5ap
1231,human,9606,ALOX5AP
1234,"mouse, laboratory",10090,Ambp
1234,human,9606,AMBP
1235,"mouse, laboratory",10090,Amd1
1235,"mouse, laboratory",10090,Amd2
1235,human,9606,AMD1
1238,"mouse, laboratory",10090,Aoah
1238,human,9606,AOAH
1240,"mouse, laboratory",10090,Apeh
1240,human,9606,APEH
1241,"mouse, laboratory",10090,Apex1
1241,human,9606,APEX1
1242,"mouse, laboratory",10090,Apoa2
1242,human,9606,APOA2
1243,"mouse, laboratory",10090,Apobec1
1243,human,9606,APOBEC1
1244,"mouse, laboratory",10090,Apoc1
1244,human,9606,APOC1
1245,"mouse, laboratory",10090,Apoc4
1245,human,9606,APOC4
1246,"mouse, laboratory",10090,Apod
1246,human,9606,APOD
1249,"mouse, laboratory",10090,Araf
1249,human,9606,ARAF
1250,"mouse, laboratory",10090,Arcn1
1250,human,9606,ARCN1
1251,"mouse, laboratory",10090,Trim23
1251,human,9606,TRIM23
1252,"mouse, laboratory",10090,Areg
1252,human,9606,AREG
1252,human,9606,AREGB
1255,"mouse, laboratory",10090,Arl4d
1255,human,9606,ARL4D
1256,"mouse, laboratory",10090,Arf6
1256,human,9606,ARF6
1260,"mouse, laboratory",10090,Arl2
1260,human,9606,ARL2
1261,"mouse, laboratory",10090,Arnt
1261,human,9606,ARNT
1263,"mouse, laboratory",10090,Asgr1
1263,human,9606,ASGR1
1264,"mouse, laboratory",10090,a
1264,human,9606,ASIP
1265,"mouse, laboratory",10090,Atf3
1265,human,9606,ATF3
1266,"mouse, laboratory",10090,Atf4
1266,human,9606,ATF4
1272,"mouse, laboratory",10090,Atp5j
1272,human,9606,ATP5J
1273,"mouse, laboratory",10090,Atp5b
1273,human,9606,ATP5B
1275,"mouse, laboratory",10090,Atp5f1
1275,human,9606,ATP5F1
1276,"mouse, laboratory",10090,Atp5g3
1276,human,9606,ATP5G3
1279,"mouse, laboratory",10090,Atp6v1b2
1279,human,9606,ATP6V1B2
1281,"mouse, laboratory",10090,Atp6v1c1
1281,human,9606,ATP6V1C1
1282,"mouse, laboratory",10090,Atp6v1e1
1282,human,9606,ATP6V1E1
1283,"mouse, laboratory",10090,Atp5o
1283,human,9606,ATP5O
1284,"mouse, laboratory",10090,Auh
1284,human,9606,AUH
1286,"mouse, laboratory",10090,Baat
1286,human,9606,BAAT
1287,"mouse, laboratory",10090,Bai1
1287,human,9606,BAI1
1288,"mouse, laboratory",10090,Bai2
1288,human,9606,BAI2
1289,"mouse, laboratory",10090,Bai3
1289,human,9606,BAI3
1290,"mouse, laboratory",10090,Bcl7b
1290,human,9606,BCL7B
1291,"mouse, laboratory",10090,Opn1sw
1291,human,9606,OPN1SW
1292,"mouse, laboratory",10090,Cfb
1292,human,9606,CFB
1293,"mouse, laboratory",10090,Bgn
1293,human,9606,BGN
1295,"mouse, laboratory",10090,Bhmt
1295,human,9606,BHMT
1297,"mouse, laboratory",10090,Blk
1297,human,9606,BLK
1298,"mouse, laboratory",10090,Cxcr5
1298,human,9606,CXCR5
1300,"mouse, laboratory",10090,Bmp6
1300,human,9606,BMP6
1302,"mouse, laboratory",10090,Tec
1302,human,9606,TEC
1303,"mouse, laboratory",10090,Polr3d
1303,human,9606,POLR3D
1307,"mouse, laboratory",10090,Brs3
1307,human,9606,BRS3
1308,"mouse, laboratory",10090,Bsg
1308,human,9606,BSG
1309,"mouse, laboratory",10090,Btc
1309,human,9606,BTC
1312,"mouse, laboratory",10090,Btn1a1
1312,human,9606,BTN1A1
1313,"mouse, laboratory",10090,C1ra
1313,"mouse, laboratory",10090,C1rb
1313,human,9606,C1R
1314,"mouse, laboratory",10090,C1s
1314,"mouse, laboratory",10090,Gm5077
1314,human,9606,C1S
1318,"mouse, laboratory",10090,Calb2
1318,human,9606,CALB2
1320,"mouse, laboratory",10090,Calcr
1320,human,9606,CALCR
1323,"mouse, laboratory",10090,Caml
1323,human,9606,CAMLG
1324,"mouse, laboratory",10090,Canx
1324,human,9606,CANX
1326,"mouse, laboratory",10090,Capn2
1326,human,9606,CAPN2
1327,"mouse, laboratory",10090,Capns1
1327,human,9606,CAPNS1
1328,"mouse, laboratory",10090,Cars
1328,human,9606,CARS
1330,"mouse, laboratory",10090,Cav1
1330,human,9606,CAV1
1331,"mouse, laboratory",10090,Runx1
1331,human,9606,RUNX1
1334,"mouse, laboratory",10090,Ccnd1
1334,human,9606,CCND1
1335,"mouse, laboratory",10090,Ccnf
1335,human,9606,CCNF
1336,"mouse, laboratory",10090,Cct6a
1336,human,9606,CCT6A
1337,"mouse, laboratory",10090,Cd1d1
1337,human,9606,CD1D
1338,"mouse, laboratory",10090,Cd2
1338,human,9606,CD2
1339,"mouse, laboratory",10090,Cd8a
1339,human,9606,CD8A
1341,"mouse, laboratory",10090,Cd19
1341,human,9606,CD19
1343,"mouse, laboratory",10090,Cd34
1343,human,9606,CD34
1345,"mouse, laboratory",10090,Cd38
1345,human,9606,CD38
1346,"mouse, laboratory",10090,Cd47
1346,human,9606,CD47
1347,"mouse, laboratory",10090,Cd48
1347,human,9606,CD48
1350,"mouse, laboratory",10090,Cd72
1350,human,9606,CD72
1352,"mouse, laboratory",10090,Cda
1352,human,9606,CDA
1354,"mouse, laboratory",10090,7-Sep
1354,human,9606,7-Sep
1355,"mouse, laboratory",10090,Cdc25a
1355,human,9606,CDC25A
1356,"mouse, laboratory",10090,Cdc25c
1356,human,9606,CDC25C
1359,"mouse, laboratory",10090,Cdh5
1359,human,9606,CDH5
1361,"mouse, laboratory",10090,Cdh11
1361,human,9606,CDH11
1363,"mouse, laboratory",10090,Cdk7
1363,human,9606,CDK7
1365,"mouse, laboratory",10090,Cdo1
1365,human,9606,CDO1
1366,"mouse, laboratory",10090,Cdx1
1366,human,9606,CDX1
1367,"mouse, laboratory",10090,Cebpe
1367,human,9606,CEBPE
1368,"mouse, laboratory",10090,Cebpg
1368,human,9606,CEBPG
1369,"mouse, laboratory",10090,Cenpa
1369,human,9606,CENPA
1370,"mouse, laboratory",10090,Cenpb
1370,human,9606,CENPB
